hybrid_id	left_method_id	right_method_id	rrf_constant	evaluation_k	eligible_query_count	known_item_recall	ranking_ids_sha256	weights_selected	production_selected	hybrid_selected	fusion_weights_selected	historical_relation	semantic_relation	probability	status	limitation
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-TITLE-K10	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-TITLE	10	5	6	1	1f5e616c583903293bf73df42e55bccd66ccd73444a113273b7e066c5e3b40a1	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-TITLE-K100	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-TITLE	100	1	6	1	79feed3f60c1e087a9a2808bfe9c6c9f6d8560cf502e94f7b077a7926afa730c	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-TITLE-K100	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-TITLE	100	10	6	1	79feed3f60c1e087a9a2808bfe9c6c9f6d8560cf502e94f7b077a7926afa730c	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-TITLE-K100	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-TITLE	100	20	6	1	79feed3f60c1e087a9a2808bfe9c6c9f6d8560cf502e94f7b077a7926afa730c	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-TITLE-K100	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-TITLE	100	5	6	1	79feed3f60c1e087a9a2808bfe9c6c9f6d8560cf502e94f7b077a7926afa730c	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-TITLE-K60	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-TITLE	60	1	6	1	98954c9ae86117675956cfcfa43902a75d7b03612b7cc48316d5e55b7cd7016d	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-TITLE-K60	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-TITLE	60	10	6	1	98954c9ae86117675956cfcfa43902a75d7b03612b7cc48316d5e55b7cd7016d	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-TITLE-K60	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-TITLE	60	20	6	1	98954c9ae86117675956cfcfa43902a75d7b03612b7cc48316d5e55b7cd7016d	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L1-CHAR-3-5-TITLE-K60	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L1-CHAR-3-5-TITLE	60	5	6	1	98954c9ae86117675956cfcfa43902a75d7b03612b7cc48316d5e55b7cd7016d	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-TITLE-K10	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-TITLE	10	1	6	1	f00773dd6f8123cb4c860ba8b4ec0c31840dbb68d65118bacec4cdfaf01d82f5	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-TITLE-K10	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-TITLE	10	10	6	1	f00773dd6f8123cb4c860ba8b4ec0c31840dbb68d65118bacec4cdfaf01d82f5	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-TITLE-K10	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-TITLE	10	20	6	1	f00773dd6f8123cb4c860ba8b4ec0c31840dbb68d65118bacec4cdfaf01d82f5	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-TITLE-K10	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-TITLE	10	5	6	1	f00773dd6f8123cb4c860ba8b4ec0c31840dbb68d65118bacec4cdfaf01d82f5	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-TITLE-K100	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-TITLE	100	1	6	1	993e9d8ee0f8dad32ca9de371abf821852e8ff23359e3c3f14d0c3be8c63a47f	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-TITLE-K100	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-TITLE	100	10	6	1	993e9d8ee0f8dad32ca9de371abf821852e8ff23359e3c3f14d0c3be8c63a47f	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-TITLE-K100	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-TITLE	100	20	6	1	993e9d8ee0f8dad32ca9de371abf821852e8ff23359e3c3f14d0c3be8c63a47f	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-TITLE-K100	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-TITLE	100	5	6	1	993e9d8ee0f8dad32ca9de371abf821852e8ff23359e3c3f14d0c3be8c63a47f	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-TITLE-K60	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-TITLE	60	1	6	1	993e9d8ee0f8dad32ca9de371abf821852e8ff23359e3c3f14d0c3be8c63a47f	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-TITLE-K60	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-TITLE	60	10	6	1	993e9d8ee0f8dad32ca9de371abf821852e8ff23359e3c3f14d0c3be8c63a47f	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-TITLE-K60	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-TITLE	60	20	6	1	993e9d8ee0f8dad32ca9de371abf821852e8ff23359e3c3f14d0c3be8c63a47f	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L2-WORD-1-2-TITLE-K60	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L2-WORD-1-2-TITLE	60	5	6	1	993e9d8ee0f8dad32ca9de371abf821852e8ff23359e3c3f14d0c3be8c63a47f	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-TITLE-K10	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-TITLE	10	1	6	1	7121b0e93180e97e4ff8dfb4fae7e3e3374e34896e8c791fdf00418273fdb060	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-TITLE-K10	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-TITLE	10	10	6	1	7121b0e93180e97e4ff8dfb4fae7e3e3374e34896e8c791fdf00418273fdb060	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-TITLE-K10	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-TITLE	10	20	6	1	7121b0e93180e97e4ff8dfb4fae7e3e3374e34896e8c791fdf00418273fdb060	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-TITLE-K10	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-TITLE	10	5	6	1	7121b0e93180e97e4ff8dfb4fae7e3e3374e34896e8c791fdf00418273fdb060	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-TITLE-K100	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-TITLE	100	1	6	1	0e483326102b162266025bfceee49e4ad4fbd15402e9b2f40bda76131e99a96c	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-TITLE-K100	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-TITLE	100	10	6	1	0e483326102b162266025bfceee49e4ad4fbd15402e9b2f40bda76131e99a96c	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-TITLE-K100	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-TITLE	100	20	6	1	0e483326102b162266025bfceee49e4ad4fbd15402e9b2f40bda76131e99a96c	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-TITLE-K100	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-TITLE	100	5	6	1	0e483326102b162266025bfceee49e4ad4fbd15402e9b2f40bda76131e99a96c	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-TITLE-K60	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-TITLE	60	1	6	1	0e483326102b162266025bfceee49e4ad4fbd15402e9b2f40bda76131e99a96c	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-TITLE-K60	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-TITLE	60	10	6	1	0e483326102b162266025bfceee49e4ad4fbd15402e9b2f40bda76131e99a96c	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-TITLE-K60	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-TITLE	60	20	6	1	0e483326102b162266025bfceee49e4ad4fbd15402e9b2f40bda76131e99a96c	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L3-RRF-L0-L1-K60-TITLE-K60	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L3-RRF-L0-L1-K60-TITLE	60	5	6	1	0e483326102b162266025bfceee49e4ad4fbd15402e9b2f40bda76131e99a96c	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE	10	1	5	0.2	adee183cb1e2756cb2e4a7b8c921a28bab5ee3cffe96a64e573f293cf5f508d0	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE	10	10	5	0.4	adee183cb1e2756cb2e4a7b8c921a28bab5ee3cffe96a64e573f293cf5f508d0	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE	10	20	5	0.4	adee183cb1e2756cb2e4a7b8c921a28bab5ee3cffe96a64e573f293cf5f508d0	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE-K10	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE	10	5	5	0.4	adee183cb1e2756cb2e4a7b8c921a28bab5ee3cffe96a64e573f293cf5f508d0	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE	100	1	5	0.2	0ee3f871f05509ec39882834079f69252d98ca2052c5958c1f8075edf5358eb1	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE	100	10	5	0.4	0ee3f871f05509ec39882834079f69252d98ca2052c5958c1f8075edf5358eb1	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE	100	20	5	0.4	0ee3f871f05509ec39882834079f69252d98ca2052c5958c1f8075edf5358eb1	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
RRF-NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC-NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE-K100	NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP-L0-BM25F-EQUAL-SOURCE_NARRATIVE	100	5	5	0.4	0ee3f871f05509ec39882834079f69252d98ca2052c5958c1f8075edf5358eb1	false	false	false	false	false	false	false	PASS	Analysis-only RRF grid; no weights or production hybrid selected.
