source_file,capture_id,surface_id,packet_id,surface_disposition_override,readiness_status,readiness_reason,source_join_status,review_decision,review_confidence,review_basis,review_lane,packet_action,packet_confidence,packet_type,relation_density,source_depth,rights_state,editorial_need,current_publication_role,recommended_role,anchor_score,year,region,theme,medium,movement,source_name,title
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0917,SURF-CGS2026R0917,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 16, Ed. 1 Friday, July 24, 1846 - DPLA - a26aa47497e180d828c6bf95908c9e4e (page 2).jpg / page 100831180","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 16, Ed. 1 Friday, July 24, 1846 - DPLA - a26aa47497e180d828c6bf95908c9e4e (page 2).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0918,SURF-CGS2026R0918,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 17, Ed. 1 Monday, July 27, 1846 - DPLA - 9b6acebdd5993fc5bfe35470ea3aac81 (page 3).jpg / page 100248374","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 17, Ed. 1 Monday, July 27, 1846 - DPLA - 9b6acebdd5993fc5bfe35470ea3aac81 (page 3).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0919,SURF-CGS2026R0919,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 18, Ed. 1 Friday, July 31, 1846 - DPLA - b4c31ff8a34ea8f1e3b5df34adfd45cc (page 2).jpg / page 101038747","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 18, Ed. 1 Friday, July 31, 1846 - DPLA - b4c31ff8a34ea8f1e3b5df34adfd45cc (page 2).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0920,SURF-CGS2026R0920,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 19, Ed. 1 Monday, August 3, 1846 - DPLA - 7febda1a6886798cdb22c47fd29fd44f (page 2).jpg / page 97698446","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 19, Ed. 1 Monday, August 3, 1846 - DPLA - 7febda1a6886798cdb22c47fd29fd44f (page 2).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0921,SURF-CGS2026R0921,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 19, Ed. 1 Monday, August 3, 1846 - DPLA - 7febda1a6886798cdb22c47fd29fd44f (page 3).jpg / page 97698450","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 19, Ed. 1 Monday, August 3, 1846 - DPLA - 7febda1a6886798cdb22c47fd29fd44f (page 3).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0923,SURF-CGS2026R0923,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 20, Ed. 1 Thursday, August 6, 1846 - DPLA - 40e190bb52a02698153f2715760568d6 (page 2).jpg / page 100731652","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 20, Ed. 1 Thursday, August 6, 1846 - DPLA - 40e190bb52a02698153f2715760568d6 (page 2).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0924,SURF-CGS2026R0924,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 21, Ed. 1 Sunday, August 9, 1846 - DPLA - 64bd9858b086edef9645abe4a8702c8c (page 4).jpg / page 99908537","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 21, Ed. 1 Sunday, August 9, 1846 - DPLA - 64bd9858b086edef9645abe4a8702c8c (page 4).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0925,SURF-CGS2026R0925,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 22, Ed. 1 Wednesday, August 12, 1846 - DPLA - a645de7f97d5421419969a8c3be22cab (page 3).jpg / page 100197636","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 22, Ed. 1 Wednesday, August 12, 1846 - DPLA - a645de7f97d5421419969a8c3be22cab (page 3).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0926,SURF-CGS2026R0926,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 22, Ed. 1 Wednesday, August 12, 1846 - DPLA - a645de7f97d5421419969a8c3be22cab (page 4).jpg / page 100197637","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 22, Ed. 1 Wednesday, August 12, 1846 - DPLA - a645de7f97d5421419969a8c3be22cab (page 4).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0927,SURF-CGS2026R0927,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 23, Ed. 1 Friday, August 14, 1846 - DPLA - e7f03e30a4892d891999c694d6f52fce (page 4).jpg / page 100797714","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 23, Ed. 1 Friday, August 14, 1846 - DPLA - e7f03e30a4892d891999c694d6f52fce (page 4).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0928,SURF-CGS2026R0928,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 25, Ed. 1 Thursday, August 20, 1846 - DPLA - 95b539283b763be0675508fc0f572c1e (page 1).jpg / page 97783388","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 25, Ed. 1 Thursday, August 20, 1846 - DPLA - 95b539283b763be0675508fc0f572c1e (page 1).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0929,SURF-CGS2026R0929,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 25, Ed. 1 Thursday, August 20, 1846 - DPLA - 95b539283b763be0675508fc0f572c1e (page 2).jpg / page 97783391","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 25, Ed. 1 Thursday, August 20, 1846 - DPLA - 95b539283b763be0675508fc0f572c1e (page 2).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0930,SURF-CGS2026R0930,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 27, Ed. 1 Wednesday, August 26, 1846 - DPLA - 7bbb068f9659d9e3df1cda145753f37a (page 1).jpg / page 100755012","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 27, Ed. 1 Wednesday, August 26, 1846 - DPLA - 7bbb068f9659d9e3df1cda145753f37a (page 1).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0931,SURF-CGS2026R0931,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 27, Ed. 1 Wednesday, August 26, 1846 - DPLA - 7bbb068f9659d9e3df1cda145753f37a (page 3).jpg / page 100755043","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 27, Ed. 1 Wednesday, August 26, 1846 - DPLA - 7bbb068f9659d9e3df1cda145753f37a (page 3).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0932,SURF-CGS2026R0932,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 1).jpg / page 100490430","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 1).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0933,SURF-CGS2026R0933,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 3).jpg / page 100490440","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 3).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0934,SURF-CGS2026R0934,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 4).jpg / page 100490447","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 4).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0935,SURF-CGS2026R0935,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 30, Ed. 1 Saturday, September 5, 1846 - DPLA - eca242d0410fbbec028e79a79c5c962a (page 2).jpg / page 100948316","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 30, Ed. 1 Saturday, September 5, 1846 - DPLA - eca242d0410fbbec028e79a79c5c962a (page 2).jpg"
capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0965,SURF-CGS2026R0965,PKT00287,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,25,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,88,1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 9, Ed. 1 Saturday, July 4, 1846 - DPLA - 2a317251c829940bc63704f98be757df (page 4).jpg / page 100104402","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 9, Ed. 1 Saturday, July 4, 1846 - DPLA - 2a317251c829940bc63704f98be757df (page 4).jpg"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R010,SURF-GAX1970R010,PKT01048,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,10,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,60,1848,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"(25 Juin) République Française [...] Pouvoir exécutif Soldats, Le salut de la Patrie vous réclame ! [...]"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00156,SURF-CAW2026R00156,PKT00402,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,9,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1849,Latin America,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Chassériau - Le Réveil de Desdémone. Esquisse, 1849, RF 3877 ; Inv 1431, Musée des Beaux-Arts, Strasbourg.jpg / page 125751552","Chassériau - Le Réveil de Desdémone. Esquisse, 1849, RF 3877 ; Inv 1431, Musée des Beaux-Arts, Strasbourg.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00159,SURF-CAW2026R00159,PKT00402,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,9,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,75,1849,Latin America,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Chassériau - Un bain au sérail, 1849, RF 3885.jpg / page 125751700","Chassériau - Un bain au sérail, 1849, RF 3885.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00160,SURF-CAW2026R00160,PKT00402,support_packet_appendix_text,hold_review,source family requires sample review before packet role application,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,9,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,76,1849,Latin America,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / James-Alexandre, comte de Pourtalès Gorgier - Paul Delaroche - Musée du Louvre Peintures RF 1998 1.jpg / page 119606870","James-Alexandre, comte de Pourtalès Gorgier - Paul Delaroche - Musée du Louvre Peintures RF 1998 1.jpg"
