rejection_id	association_subgraph_id	topology_family	decision	reason_code	explanation	round15_adapter_version
R16A-TOPOLOGY-00041	R16A-SUBGRAPH-1AF4D36ADC2F29C8231A	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00042	R16A-SUBGRAPH-1AF4D36ADC2F29C8231A	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00043	R16A-SUBGRAPH-1AF4D36ADC2F29C8231A	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00044	R16A-SUBGRAPH-1B3121AC08F0E3129660	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00045	R16A-SUBGRAPH-1B3121AC08F0E3129660	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00046	R16A-SUBGRAPH-1B3121AC08F0E3129660	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00047	R16A-SUBGRAPH-2C56C22A2E189CB7ED85	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00048	R16A-SUBGRAPH-2C56C22A2E189CB7ED85	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00049	R16A-SUBGRAPH-2C56C22A2E189CB7ED85	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00050	R16A-SUBGRAPH-2EAB4F43682B174F0AC6	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00051	R16A-SUBGRAPH-2EAB4F43682B174F0AC6	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00052	R16A-SUBGRAPH-2EAB4F43682B174F0AC6	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00053	R16A-SUBGRAPH-2EAB4F43682B174F0AC6	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00054	R16A-SUBGRAPH-2EAB4F43682B174F0AC6	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00055	R16A-SUBGRAPH-37F8E3DA7DBDF89DD184	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00056	R16A-SUBGRAPH-37F8E3DA7DBDF89DD184	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00057	R16A-SUBGRAPH-37F8E3DA7DBDF89DD184	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00058	R16A-SUBGRAPH-37F8E3DA7DBDF89DD184	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00059	R16A-SUBGRAPH-37F8E3DA7DBDF89DD184	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00060	R16A-SUBGRAPH-3B11A4A73B8C15135410	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00061	R16A-SUBGRAPH-3B11A4A73B8C15135410	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00062	R16A-SUBGRAPH-3B11A4A73B8C15135410	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-ENGINE-00063	R16A-SUBGRAPH-3B55AF2A756E0F57505E	ROUND15_FROZEN_ADMISSION	UNRESOLVED	EQUAL_EVIDENCE_CAPACITY_TIE	Qualified association shares the cutoff evidence vector with competing candidates; identity order is forbidden as a historical tie-break, so admission remains unresolved.	trace-round15-full-space-adapter-v2
R16A-ENGINE-00064	R16A-SUBGRAPH-3B55AF2A756E0F57505E	ROUND15_FROZEN_ADMISSION	PRUNED	TOPOLOGY_DEGREE_BOUND	Qualified association was not admitted because the topology-derived local degree bound was already reached; this is not historical rejection.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00065	R16A-SUBGRAPH-3B55AF2A756E0F57505E	LINEAR_PATH	INVALID	NOT_A_CONNECTED_LINEAR_TREE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00066	R16A-SUBGRAPH-3B55AF2A756E0F57505E	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00067	R16A-SUBGRAPH-3B55AF2A756E0F57505E	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00068	R16A-SUBGRAPH-3B55AF2A756E0F57505E	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00069	R16A-SUBGRAPH-3B55AF2A756E0F57505E	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00070	R16A-SUBGRAPH-3B55AF2A756E0F57505E	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00071	R16A-SUBGRAPH-3EC1DE84B90EBAD54C14	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00072	R16A-SUBGRAPH-3EC1DE84B90EBAD54C14	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00073	R16A-SUBGRAPH-3EC1DE84B90EBAD54C14	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00074	R16A-SUBGRAPH-3EC1DE84B90EBAD54C14	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00075	R16A-SUBGRAPH-3EC1DE84B90EBAD54C14	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00076	R16A-SUBGRAPH-47B047556040D1C7EEBB	LINEAR_PATH	INVALID	NOT_A_CONNECTED_LINEAR_TREE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00077	R16A-SUBGRAPH-47B047556040D1C7EEBB	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00078	R16A-SUBGRAPH-47B047556040D1C7EEBB	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00079	R16A-SUBGRAPH-47B047556040D1C7EEBB	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00080	R16A-SUBGRAPH-47B047556040D1C7EEBB	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00081	R16A-SUBGRAPH-47B047556040D1C7EEBB	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00082	R16A-SUBGRAPH-48D9A7909436AE28275B	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00083	R16A-SUBGRAPH-48D9A7909436AE28275B	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00084	R16A-SUBGRAPH-48D9A7909436AE28275B	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00085	R16A-SUBGRAPH-48D9A7909436AE28275B	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00086	R16A-SUBGRAPH-48D9A7909436AE28275B	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00087	R16A-SUBGRAPH-4B13242E1BA43813F66A	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00088	R16A-SUBGRAPH-4B13242E1BA43813F66A	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00089	R16A-SUBGRAPH-4B13242E1BA43813F66A	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00090	R16A-SUBGRAPH-4B13242E1BA43813F66A	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00091	R16A-SUBGRAPH-4B13242E1BA43813F66A	EVIDENCE_GAP_TREE	INVALID	NO_EXPLICIT_GOVERNED_EVIDENCE_GAP_NODE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00092	R16A-SUBGRAPH-549258FB630681011B31	BINARY_FORK	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00093	R16A-SUBGRAPH-549258FB630681011B31	BINARY_CONVERGENCE	INVALID	BINARY_REQUIRES_EXACTLY_THREE_NODES_TWO_EDGES	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00094	R16A-SUBGRAPH-549258FB630681011B31	QUALIFIED_PATH	INVALID	NO_EXPLICIT_GOVERNED_QUALIFICATION_GATE	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
R16A-TOPOLOGY-00095	R16A-SUBGRAPH-549258FB630681011B31	REFLEXIVE_RETURN	INVALID	NO_EXPLICIT_GOVERNED_NAVIGATION_RETURN	The strict versioned adapter rejects this topology configuration without changing the frozen Round 15 engine.	trace-round15-full-space-adapter-v2
